entry_date,entry_price,direction,shares,exit_date,exit_price,pnl,pnl_pct,exit_reason
2024-05-13,1393.0904842529296,long,13.693273442252277,2024-05-14,1408.9366587524414,197.69304550434754,0.010363460237474404,signal
2024-08-02,1489.0533587036132,long,12.834793484250019,2024-08-09,1462.7365275878908,-356.54501378363784,-0.01865585775078954,signal
2024-09-18,1458.3571100463867,long,13.05342900831629,2024-09-19,1463.0966989746094,42.76945871078715,0.0022467008983442062,signal
2024-10-07,1365.9548529052734,long,13.93992454714424,2024-10-08,1391.0953641357423,331.06506521543633,0.017386677030957677,signal
2024-10-11,1367.3250444946289,long,13.971595424767555,2024-10-23,1332.5337172241211,-504.70797090113047,-0.026419366143537012,signal
2024-10-28,1329.706391052246,long,14.288079027844095,2024-10-29,1334.0020988769531,42.317085467879224,0.0022273381144588015,signal
2024-11-08,1279.2825100708008,long,14.854899896369146,2024-11-12,1268.546439758301,-178.32738014907227,-0.009383866861115656,signal
2024-11-13,1247.6928706054687,long,15.199371475385433,2024-11-14,1261.926216369629,197.1574242699462,0.010396324170303225,signal
2024-11-19,1237.3290487060547,long,15.355483735518995,2024-11-22,1259.7360278320314,324.7261474446241,0.017091042290051598,signal
2024-12-20,1201.1056237792968,long,15.869488059832616,2024-12-30,1205.280847167969,47.13146770078674,0.0024726739120236874,end-of-data
